4.086265206983966003e+00 1.074747049024578871e+01 6.207324321548003399e-01 1.417009568909993611e+01
5.041943463125074132e+00 2.819169677747983016e+01 6.328448834277295987e-01 3.724880729904526788e+01
4.139659045051572228e+00 1.129043547312300255e+01 5.533065333156822474e-01 1.525511459791221291e+01
3.929284592262172193e+00 9.433143917739039708e+00 4.866933054874353903e-01 1.245288817043828544e+01
4.252446962434997424e+00 1.302267241872249492e+01 4.977453624786283282e-01 1.722481974880255962e+01
4.702322359898346349e+00 1.955768498039040892e+01 6.039466792906058590e-01 2.612058098813320939e+01
4.116761427481547386e+00 1.129945337549498419e+01 5.460393041352483712e-01 1.502614505993302174e+01
4.807643620614835633e+00 2.205744570936507998e+01 5.151515384246814211e-01 2.949982913519897210e+01
4.444190556825801330e+00 1.589213178097252843e+01 5.790001408058416121e-01 2.058087305418533930e+01
4.270488323632178229e+00 1.111881488441887100e+01 5.243567745889387011e-01 1.609551033996433489e+01
3.967417607114878120e+00 9.625094908140226835e+00 5.765775492427304139e-01 1.297317229337632760e+01
4.005199357134321403e+00 9.925592161334645169e+00 4.966668331965636840e-01 1.327488180556875363e+01
4.126144688520969162e+00 1.061031357122323193e+01 7.141592493331951896e-01 1.443720351469590213e+01
4.119724753701364151e+00 1.092722961824514805e+01 6.396597766146348008e-01 1.487427188946517376e+01
4.370732796339996895e+00 1.373349780253927221e+01 4.710896309320228292e-01 1.880871789720995935e+01
4.725936121275120527e+00 1.973717476070681798e+01 5.948027870742906842e-01 2.695971847672239008e+01
3.999141135583587303e+00 1.012084077192270648e+01 6.854982045821920167e-01 1.324873395862018555e+01
4.261899627952322689e+00 1.311051683481321817e+01 5.701945368986458540e-01 1.703679515696584446e+01
4.404419934176496909e+00 1.545663299254647960e+01 6.005911453438970149e-01 1.996111376373628588e+01
3.992252678243011221e+00 9.719276015262918733e+00 5.738682210775954973e-01 1.294672279032383777e+01
