3.104012653715027881e+00 4.952814834799920796e+00 9.370870061577174503e-01 6.446758974602130543e+00
3.040021838630286410e+00 4.413094614839170760e+00 9.926857550444773137e-01 5.718673834039454285e+00
3.192545026838407907e+00 4.516331761225966801e+00 9.388924867902381788e-01 6.260020202485251595e+00
3.035440873375252036e+00 4.463527726670145412e+00 9.011719883332102166e-01 5.826670444632118695e+00
2.990903316598306549e+00 4.204453972432162345e+00 9.502351789060523579e-01 5.735531066066708483e+00
3.040264768697318321e+00 4.440329278332499463e+00 9.821827980456211415e-01 5.992528287495228589e+00
3.228231822911957316e+00 4.727057814977204231e+00 9.334144377461099928e-01 6.408818059585001059e+00
3.094422210603044121e+00 4.585859902616705952e+00 9.845193721809886167e-01 6.170129898410101177e+00
3.122659839082251754e+00 4.454823056274218374e+00 9.721085694753551776e-01 5.916634295672229094e+00
3.056855414695213380e+00 4.457811819668812348e+00 9.429752561306051772e-01 6.075721764607077802e+00
1.177315022051887894e+01 4.582037936132777212e+00 9.104735817296145672e-01 6.195435855493090394e+00
3.044330883163838042e+00 4.643501248641515922e+00 9.096374497893765509e-01 6.156728840692759164e+00
2.997469051018563313e+00 4.339980019217724916e+00 9.551368394229200476e-01 5.866334112026676095e+00
3.101443274726582544e+00 4.622775275826771946e+00 9.489202266229064264e-01 6.072151312542656498e+00
3.242170220122010171e+00 4.307437084793232174e+00 9.617857941883150019e-01 5.779454553445118492e+00
