1.615296009814084144e+01 1.910096249246613309e+07 -2.723374823846131387e-01 1.812382985545433164e+08
4.059570833369760656e+00 6.978306811167831469e+00 9.246638679354052259e-01 9.189786176679488605e+00
5.583517753431338271e+00 7.472722175379864495e+00 8.622572722698973458e-01 9.917515670048340226e+00
1.061158901568649604e+01 7.754965699502858456e+01 4.575001066032815394e-02 1.453763973374730085e+02
2.191744010662574027e+01 6.990763020038624000e+15 -2.525478138794859384e-01 8.761526201378291200e+16
9.033154940356958207e+00 9.177836818834327559e+00 8.718937916924194287e-01 1.217255861512646398e+01
8.010133394353545100e+00 5.452375094563836683e+03 -1.435179207066160367e-01 4.675305354364273080e+04
8.729627347180896280e+00 8.362951397287861965e+00 8.525879547689401150e-01 1.142651261985054667e+01
9.380440380650561849e+00 9.466531415305766473e+00 7.185231971698987641e-01 1.323078312685190561e+01
3.667019962239546516e+00 7.750282853053440668e+00 9.801975938800217003e-01 1.049156675851118337e+01
1.319644379697825620e+01 3.120687683245152002e+05 7.344051361844598433e-03 2.908811091022986919e+06
4.613567246530789312e+00 8.538439756934813829e+00 8.055419882055638858e-01 1.192819185500722234e+01
9.405514768091901345e+00 7.658714177963415359e+00 9.412266654466778792e-01 1.075540620752791909e+01
7.318371383316278234e+00 8.474034249634442517e+00 8.952056024334519302e-01 1.139352032393266789e+01
5.338394837641289747e+00 7.353827017403244071e+00 9.630115973796714579e-01 1.042640187613365832e+01
5.420021468515635377e+00 6.778720979570501015e+00 7.961892802751389109e-01 9.084193873667413044e+00
4.724983880158771576e+00 7.469992102264814804e+00 9.083471053268192819e-01 1.017720370739372449e+01
9.411968815059081450e+00 8.035381409163784738e+00 9.367792944617563400e-01 1.122976232575559408e+01
1.513856509525805016e+01 2.331341604677831754e+07 -1.526311337185651262e-01 2.265416373033053577e+08
3.697159891091637451e+00 7.469561825874807326e+00 8.503142354294308536e-01 1.064864446220005689e+01
