4.610386267304642516e+00 1.521910919658098393e+01 5.102147420303374536e-01 2.067302565891159105e+01
4.311796802721629795e+00 1.252350800401815611e+01 6.462797287062027607e-01 1.616531362057303767e+01
4.345563748207009525e+00 1.108951216637444048e+01 nan 1.588348460263558160e+01
5.144715783797838782e+00 2.541183201273447523e+01 4.560312325620107798e-01 3.287651159780592991e+01
4.926140350498178222e+00 2.300745891583724756e+01 5.942246533607900005e-01 2.956843936604107625e+01
4.740530869016746252e+00 1.960862742547140769e+01 3.584531313881269554e-01 2.493721465063051923e+01
4.601736631657676213e+00 1.681781029748164968e+01 5.672508716810881202e-01 2.166699139363013771e+01
4.140135801356975342e+00 1.051211830385922852e+01 4.088803234464561398e-01 1.441822806133025026e+01
4.885434538325893250e+00 1.282418709696462145e+01 5.940107461740656847e-02 1.762077922339046410e+01
4.862473425777764646e+00 1.497482149186694578e+01 2.385476722802729044e-01 1.830787350171031846e+01
4.765098921593253323e+00 1.832327784120673897e+01 6.485245397123305944e-01 2.443631357724581932e+01
4.327972774387010446e+00 1.183063403441248340e+01 5.576375019878209160e-01 1.621524678042340284e+01
4.138643160661444220e+00 1.167121831427572864e+01 1.026374553435402126e-01 1.515689842727327630e+01
4.622572492212993822e+00 1.409514459293050059e+01 3.291427860820934637e-01 1.929068534707248972e+01
4.511594316817849837e+00 1.586529604786223402e+01 nan 2.098723869159409006e+01
4.523059783870603923e+00 1.289422612790202116e+01 1.191829262769730363e-01 1.705016087140913683e+01
4.354674824635890396e+00 1.376066767626775267e+01 nan 1.829667217517195965e+01
4.231407131924751042e+00 1.144650072262113127e+01 4.949323126381131033e-01 1.602401011065199654e+01
5.338032022837893464e+00 2.810364431484735093e+01 4.926682245176082220e-01 3.702622245148278779e+01
5.033701215556679820e+00 2.638835214831656373e+01 3.527204782660521842e-01 3.333269073712210684e+01
