4.808557742021853265e+00 1.829631159322969580e+01 3.568304999695225410e-01 2.342286611999752211e+01
4.341928995656226142e+00 1.348676650487105455e+01 5.473646873187436590e-01 1.678378006563887226e+01
4.345558127530306791e+00 1.108951216637764858e+01 -1.597140491039928112e-01 1.588348460263888384e+01
5.189719774079582848e+00 2.807948963768756556e+01 2.720660242933237161e-01 3.665199293529202862e+01
4.994680242125243197e+00 2.843821633164857232e+01 2.573967508679581573e-01 3.474407016599966624e+01
4.611436980191979451e+00 1.898507971643697800e+01 2.251253586303459675e-01 2.409272130500363573e+01
4.717793922045669497e+00 1.881796789614251253e+01 2.773469722555474415e-01 2.365638964656194787e+01
4.230035944935430336e+00 1.275936564365346015e+01 -1.539083897758178505e-02 1.627875769286156782e+01
4.898749864132877718e+00 1.284960434907192806e+01 -6.138665774547258369e-02 1.776944752233005076e+01
4.784528098306277677e+00 1.468258212501749504e+01 2.588232966764009713e-01 1.826415078341050346e+01
4.841358318600480715e+00 2.455790661941286146e+01 2.815579556139540807e-01 3.078640730079698784e+01
4.409177884143213433e+00 1.392959116552673748e+01 1.919171619699947262e-01 1.815607165839812254e+01
4.131523251960245169e+00 1.145611701345660549e+01 1.192393476211806025e-01 1.502141009663354687e+01
4.648114742611941352e+00 1.455841550938310291e+01 1.827727274084470777e-01 1.983582809086649945e+01
4.286856003248968427e+00 1.254846896234925246e+01 3.668666673662960842e-01 1.707522229910145128e+01
4.523109911567063435e+00 1.289422613094860992e+01 4.799859517428981676e-02 1.705016087685943305e+01
4.487172120036373890e+00 1.438562342951238016e+01 3.083422317202706431e-01 1.821705242181193896e+01
4.276101017350209865e+00 1.222748446501521613e+01 4.588999257595999803e-01 1.661687989165185542e+01
5.247086422963056940e+00 3.218850174679801768e+01 3.162779557990560986e-01 4.116656135021626994e+01
4.946608288327245972e+00 2.602698770470040301e+01 3.033226112687849030e-01 3.235252504621094971e+01
