4.031373476749308793e+00 9.710956312598380435e+00 6.731498376633950897e-01 1.327021261605999136e+01
4.045157340692075110e+00 9.300672675374972442e+00 6.172997220059424084e-01 1.293475967097608503e+01
3.932130022034424410e+00 9.040733752770186982e+00 7.338255329442037178e-01 1.190709487886448059e+01
3.756040858508852054e+00 7.566277654990174462e+00 7.016592548345261804e-01 9.959056469644826493e+00
4.019145520262394022e+00 9.862772384343832854e+00 6.524092038693344309e-01 1.281207248642782837e+01
4.080524282403016123e+00 1.017731805814948132e+01 7.780889164599624763e-01 1.360614488303357739e+01
4.273476727338306524e+00 1.232443164654704049e+01 7.712469235987247096e-01 1.654156378507805769e+01
4.384778388328639309e+00 1.418036177158835009e+01 6.786437142659852428e-01 1.897151384483640868e+01
3.849444574617093551e+00 8.803445281011967438e+00 6.237488675501217106e-01 1.111841744920243436e+01
3.776438827204298132e+00 7.819816162244583424e+00 7.250879284664329960e-01 1.027771906813064540e+01
4.270992241274708334e+00 1.197269193343585414e+01 6.893720738283596328e-01 1.624412787761656318e+01
4.267599147970517315e+00 1.223288942985631422e+01 8.209812077113304296e-01 1.699248019399697185e+01
3.979070984341726458e+00 8.872759179244466665e+00 6.676656305254525803e-01 1.206703860596554279e+01
3.956711971376285941e+00 9.235041001662581905e+00 6.404365421764464106e-01 1.205526746472661870e+01
4.102339624931889972e+00 1.061073951578555885e+01 6.765038635953191104e-01 1.400505660731217183e+01
4.406026020557751721e+00 1.208111230168875494e+01 6.748021619772825996e-01 1.669073839692475403e+01
3.959275816769192602e+00 9.166973373546541737e+00 6.584363890071714964e-01 1.192776916417115807e+01
3.952214471406557905e+00 9.194183791950543139e+00 7.698197503648308571e-01 1.192257270346580000e+01
4.040855323698343327e+00 9.649249807702876325e+00 6.470721008579870537e-01 1.305448346905734525e+01
4.292227739296956557e+00 1.201685859449984406e+01 7.027782215785299824e-01 1.679961782769003520e+01
